id,category,productName,date,quantitySold,listPrice,unitPrice,inSeason,season,promotional,discountRate,isPayday,isDoubleDay,isWeekend,promoType
10742,Skincare,Sheet Mask,2025-05-22,34,13.39,13.39,1,Summer,0,0,0,0,0,none
10743,Skincare,Sheet Mask,2025-05-23,9,13.39,13.39,1,Summer,0,0,0,0,0,none
10744,Skincare,Sheet Mask,2025-05-24,54,13.39,13.39,1,Summer,0,0,0,0,1,none
10745,Skincare,Sheet Mask,2025-05-25,12,13.39,11.78,1,Summer,1,0.12,0,0,1,regular
10746,Skincare,Sheet Mask,2025-05-26,33,13.39,13.39,1,Summer,0,0,0,0,0,none
10747,Skincare,Sheet Mask,2025-05-27,8,13.39,13.39,1,Summer,0,0,0,0,0,none
10748,Skincare,Sheet Mask,2025-05-28,48,13.39,13.39,1,Summer,0,0,0,0,0,none
10749,Skincare,Sheet Mask,2025-05-29,51,13.39,13.39,1,Summer,0,0,0,0,0,none
10750,Skincare,Sheet Mask,2025-05-30,18,13.39,13.39,1,Summer,0,0,0,0,0,none
10751,Skincare,Sheet Mask,2025-05-31,62,13.39,13.39,1,Summer,0,0,1,0,1,none
10752,Skincare,Sheet Mask,2025-06-01,22,13.39,13.39,0,Back-to-School,0,0,0,0,1,none
10753,Skincare,Sheet Mask,2025-06-02,15,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10754,Skincare,Sheet Mask,2025-06-03,41,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10755,Skincare,Sheet Mask,2025-06-04,8,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10756,Skincare,Sheet Mask,2025-06-05,28,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10757,Skincare,Sheet Mask,2025-06-06,9,13.39,13.39,0,Back-to-School,0,0,0,1,0,none
10758,Skincare,Sheet Mask,2025-06-07,17,13.39,13.39,0,Back-to-School,0,0,0,0,1,none
10759,Skincare,Sheet Mask,2025-06-08,35,13.39,13.39,0,Back-to-School,0,0,0,0,1,none
10760,Skincare,Sheet Mask,2025-06-09,20,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10761,Skincare,Sheet Mask,2025-06-10,25,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10762,Skincare,Sheet Mask,2025-06-11,14,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10763,Skincare,Sheet Mask,2025-06-12,13,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10764,Skincare,Sheet Mask,2025-06-13,28,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10765,Skincare,Sheet Mask,2025-06-14,9,13.39,13.39,0,Back-to-School,0,0,0,0,1,none
10766,Skincare,Sheet Mask,2025-06-15,3,13.39,13.39,0,Back-to-School,0,0,1,0,1,none
10767,Skincare,Sheet Mask,2025-06-16,6,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10768,Skincare,Sheet Mask,2025-06-17,26,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10769,Skincare,Sheet Mask,2025-06-18,24,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10770,Skincare,Sheet Mask,2025-06-19,29,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10771,Skincare,Sheet Mask,2025-06-20,18,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10772,Skincare,Sheet Mask,2025-06-21,34,13.39,13.39,0,Back-to-School,0,0,0,0,1,none
10773,Skincare,Sheet Mask,2025-06-22,25,13.39,13.39,0,Back-to-School,0,0,0,0,1,none
10774,Skincare,Sheet Mask,2025-06-23,27,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10775,Skincare,Sheet Mask,2025-06-24,17,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10776,Skincare,Sheet Mask,2025-06-25,8,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10777,Skincare,Sheet Mask,2025-06-26,28,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10778,Skincare,Sheet Mask,2025-06-27,46,13.39,11.25,0,Back-to-School,1,0.16,0,0,0,regular
10779,Skincare,Sheet Mask,2025-06-28,16,13.39,13.39,0,Back-to-School,0,0,0,0,1,none
10780,Skincare,Sheet Mask,2025-06-29,44,13.39,13.39,0,Back-to-School,0,0,0,0,1,none
10781,Skincare,Sheet Mask,2025-06-30,13,13.39,13.39,0,Back-to-School,0,0,1,0,0,none
10782,Skincare,Sheet Mask,2025-07-01,31,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10783,Skincare,Sheet Mask,2025-07-02,26,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10784,Skincare,Sheet Mask,2025-07-03,42,13.39,11.25,0,Back-to-School,1,0.16,0,0,0,regular
10785,Skincare,Sheet Mask,2025-07-04,21,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10786,Skincare,Sheet Mask,2025-07-05,29,13.39,13.39,0,Back-to-School,0,0,0,0,1,none
10787,Skincare,Sheet Mask,2025-07-06,25,13.39,13.39,0,Back-to-School,0,0,0,0,1,none
10788,Skincare,Sheet Mask,2025-07-07,29,13.39,13.39,0,Back-to-School,0,0,0,1,0,none
10789,Skincare,Sheet Mask,2025-07-08,41,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10790,Skincare,Sheet Mask,2025-07-09,20,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10791,Skincare,Sheet Mask,2025-07-10,8,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10792,Skincare,Sheet Mask,2025-07-11,45,13.39,10.31,0,Back-to-School,1,0.23,0,0,0,regular
10793,Skincare,Sheet Mask,2025-07-12,39,13.39,13.39,0,Back-to-School,0,0,0,0,1,none
10794,Skincare,Sheet Mask,2025-07-13,4,13.39,13.39,0,Back-to-School,0,0,0,0,1,none
10795,Skincare,Sheet Mask,2025-07-14,42,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10796,Skincare,Sheet Mask,2025-07-15,38,13.39,13.39,0,Back-to-School,0,0,1,0,0,none
10797,Skincare,Sheet Mask,2025-07-16,30,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10798,Skincare,Sheet Mask,2025-07-17,13,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10799,Skincare,Sheet Mask,2025-07-18,9,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10800,Skincare,Sheet Mask,2025-07-19,10,13.39,13.39,0,Back-to-School,0,0,0,0,1,none
10801,Skincare,Sheet Mask,2025-07-20,2,13.39,13.39,0,Back-to-School,0,0,0,0,1,none
10802,Skincare,Sheet Mask,2025-07-21,30,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10803,Skincare,Sheet Mask,2025-07-22,7,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10804,Skincare,Sheet Mask,2025-07-23,41,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10805,Skincare,Sheet Mask,2025-07-24,33,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10806,Skincare,Sheet Mask,2025-07-25,23,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10807,Skincare,Sheet Mask,2025-07-26,8,13.39,13.39,0,Back-to-School,0,0,0,0,1,none
10808,Skincare,Sheet Mask,2025-07-27,16,13.39,13.39,0,Back-to-School,0,0,0,0,1,none
10809,Skincare,Sheet Mask,2025-07-28,16,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10810,Skincare,Sheet Mask,2025-07-29,27,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10811,Skincare,Sheet Mask,2025-07-30,14,13.39,13.39,0,Back-to-School,0,0,0,0,0,none
10812,Skincare,Sheet Mask,2025-07-31,47,13.39,8.84,0,Back-to-School,1,0.34,1,0,0,payday
10813,Skincare,Sheet Mask,2025-08-01,35,13.39,13.39,1,Rainy,0,0,0,0,0,none
10814,Skincare,Sheet Mask,2025-08-02,27,13.39,13.39,1,Rainy,0,0,0,0,1,none
10815,Skincare,Sheet Mask,2025-08-03,35,13.39,13.39,1,Rainy,0,0,0,0,1,none
10816,Skincare,Sheet Mask,2025-08-04,26,13.39,13.39,1,Rainy,0,0,0,0,0,none
10817,Skincare,Sheet Mask,2025-08-05,19,13.39,13.39,1,Rainy,0,0,0,0,0,none
10818,Skincare,Sheet Mask,2025-08-06,50,13.39,13.39,1,Rainy,0,0,0,0,0,none
10819,Skincare,Sheet Mask,2025-08-07,45,13.39,13.39,1,Rainy,0,0,0,0,0,none
10820,Skincare,Sheet Mask,2025-08-08,5,13.39,13.39,1,Rainy,0,0,0,1,0,none
10821,Skincare,Sheet Mask,2025-08-09,25,13.39,11.78,1,Rainy,1,0.12,0,0,1,regular
10822,Skincare,Sheet Mask,2025-08-10,28,13.39,13.39,1,Rainy,0,0,0,0,1,none
10823,Skincare,Sheet Mask,2025-08-11,43,13.39,13.39,1,Rainy,0,0,0,0,0,none
10824,Skincare,Sheet Mask,2025-08-12,33,13.39,13.39,1,Rainy,0,0,0,0,0,none
10825,Skincare,Sheet Mask,2025-08-13,11,13.39,13.39,1,Rainy,0,0,0,0,0,none
10826,Skincare,Sheet Mask,2025-08-14,5,13.39,13.39,1,Rainy,0,0,0,0,0,none
10827,Skincare,Sheet Mask,2025-08-15,77,13.39,8.57,1,Rainy,1,0.36,1,0,0,payday
10828,Skincare,Sheet Mask,2025-08-16,54,13.39,13.39,1,Rainy,0,0,0,0,1,none
10829,Skincare,Sheet Mask,2025-08-17,30,13.39,13.39,1,Rainy,0,0,0,0,1,none
10830,Skincare,Sheet Mask,2025-08-18,46,13.39,13.39,1,Rainy,0,0,0,0,0,none
10831,Skincare,Sheet Mask,2025-08-19,58,13.39,13.39,1,Rainy,0,0,0,0,0,none
10832,Skincare,Sheet Mask,2025-08-20,34,13.39,13.39,1,Rainy,0,0,0,0,0,none
10833,Skincare,Sheet Mask,2025-08-21,26,13.39,13.39,1,Rainy,0,0,0,0,0,none
10834,Skincare,Sheet Mask,2025-08-22,19,13.39,13.39,1,Rainy,0,0,0,0,0,none
10835,Skincare,Sheet Mask,2025-08-23,49,13.39,13.39,1,Rainy,0,0,0,0,1,none
10836,Skincare,Sheet Mask,2025-08-24,14,13.39,13.39,1,Rainy,0,0,0,0,1,none
10837,Skincare,Sheet Mask,2025-08-25,9,13.39,13.39,1,Rainy,0,0,0,0,0,none
10838,Skincare,Sheet Mask,2025-08-26,7,13.39,13.39,1,Rainy,0,0,0,0,0,none
10839,Skincare,Sheet Mask,2025-08-27,19,13.39,13.39,1,Rainy,0,0,0,0,0,none
10840,Skincare,Sheet Mask,2025-08-28,18,13.39,13.39,1,Rainy,0,0,0,0,0,none
10841,Skincare,Sheet Mask,2025-08-29,14,13.39,11.25,1,Rainy,1,0.16,0,0,0,regular
10842,Skincare,Sheet Mask,2025-08-30,31,13.39,13.39,1,Rainy,0,0,0,0,1,none
10843,Skincare,Sheet Mask,2025-08-31,23,13.39,13.39,1,Rainy,0,0,1,0,1,none
10844,Skincare,Sheet Mask,2025-09-01,65,13.39,11.92,1,Rainy,1,0.11,0,0,0,regular
10845,Skincare,Sheet Mask,2025-09-02,4,13.39,13.39,1,Rainy,0,0,0,0,0,none
10846,Skincare,Sheet Mask,2025-09-03,18,13.39,13.39,1,Rainy,0,0,0,0,0,none
10847,Skincare,Sheet Mask,2025-09-04,9,13.39,13.39,1,Rainy,0,0,0,0,0,none
10848,Skincare,Sheet Mask,2025-09-05,65,13.39,9.77,1,Rainy,1,0.27,0,0,0,regular
10849,Skincare,Sheet Mask,2025-09-06,22,13.39,13.39,1,Rainy,0,0,0,0,1,none
10850,Skincare,Sheet Mask,2025-09-07,56,13.39,13.39,1,Rainy,0,0,0,0,1,none
10851,Skincare,Sheet Mask,2025-09-08,43,13.39,13.39,1,Rainy,0,0,0,0,0,none
10852,Skincare,Sheet Mask,2025-09-09,30,13.39,13.39,1,Rainy,0,0,0,1,0,none
10853,Skincare,Sheet Mask,2025-09-10,28,13.39,13.39,1,Rainy,0,0,0,0,0,none
10854,Skincare,Sheet Mask,2025-09-11,4,13.39,13.39,1,Rainy,0,0,0,0,0,none
10855,Skincare,Sheet Mask,2025-09-12,4,13.39,13.39,1,Rainy,0,0,0,0,0,none
10856,Skincare,Sheet Mask,2025-09-13,43,13.39,13.39,1,Rainy,0,0,0,0,1,none
10857,Skincare,Sheet Mask,2025-09-14,25,13.39,13.39,1,Rainy,0,0,0,0,1,none
10858,Skincare,Sheet Mask,2025-09-15,31,13.39,7.36,1,Rainy,1,0.45,1,0,0,payday
10859,Skincare,Sheet Mask,2025-09-16,22,13.39,13.39,1,Rainy,0,0,0,0,0,none
10860,Skincare,Sheet Mask,2025-09-17,29,13.39,13.39,1,Rainy,0,0,0,0,0,none
10861,Skincare,Sheet Mask,2025-09-18,48,13.39,13.39,1,Rainy,0,0,0,0,0,none
10862,Skincare,Sheet Mask,2025-09-19,57,13.39,13.39,1,Rainy,0,0,0,0,0,none
10863,Skincare,Sheet Mask,2025-09-20,38,13.39,11.92,1,Rainy,1,0.11,0,0,1,regular
10864,Skincare,Sheet Mask,2025-09-21,47,13.39,13.39,1,Rainy,0,0,0,0,1,none
10865,Skincare,Sheet Mask,2025-09-22,58,13.39,13.39,1,Rainy,0,0,0,0,0,none
10866,Skincare,Sheet Mask,2025-09-23,45,13.39,13.39,1,Rainy,0,0,0,0,0,none
10867,Skincare,Sheet Mask,2025-09-24,28,13.39,13.39,1,Rainy,0,0,0,0,0,none
10868,Skincare,Sheet Mask,2025-09-25,51,13.39,13.39,1,Rainy,0,0,0,0,0,none
10869,Skincare,Sheet Mask,2025-09-26,35,13.39,13.39,1,Rainy,0,0,0,0,0,none
10870,Skincare,Sheet Mask,2025-09-27,23,13.39,13.39,1,Rainy,0,0,0,0,1,none
10871,Skincare,Sheet Mask,2025-09-28,46,13.39,13.39,1,Rainy,0,0,0,0,1,none
10872,Skincare,Sheet Mask,2025-09-29,42,13.39,13.39,1,Rainy,0,0,0,0,0,none
10873,Skincare,Sheet Mask,2025-09-30,40,13.39,8.3,1,Rainy,1,0.38,1,0,0,payday
10874,Skincare,Sheet Mask,2025-10-01,33,13.39,13.39,1,Rainy,0,0,0,0,0,none
10875,Skincare,Sheet Mask,2025-10-02,33,13.39,13.39,1,Rainy,0,0,0,0,0,none
10876,Skincare,Sheet Mask,2025-10-03,22,13.39,13.39,1,Rainy,0,0,0,0,0,none
10877,Skincare,Sheet Mask,2025-10-04,29,13.39,10.18,1,Rainy,1,0.24,0,0,1,regular
10878,Skincare,Sheet Mask,2025-10-05,10,13.39,13.39,1,Rainy,0,0,0,0,1,none
10879,Skincare,Sheet Mask,2025-10-06,5,13.39,11.25,1,Rainy,1,0.16,0,0,0,regular
10880,Skincare,Sheet Mask,2025-10-07,59,13.39,13.39,1,Rainy,0,0,0,0,0,none
10881,Skincare,Sheet Mask,2025-10-08,23,13.39,13.39,1,Rainy,0,0,0,0,0,none
10882,Skincare,Sheet Mask,2025-10-09,3,13.39,13.39,1,Rainy,0,0,0,0,0,none
10883,Skincare,Sheet Mask,2025-10-10,65,13.39,8.44,1,Rainy,1,0.37,0,1,0,double_day
10884,Skincare,Sheet Mask,2025-10-11,36,13.39,10.98,1,Rainy,1,0.18,0,0,1,regular
10885,Skincare,Sheet Mask,2025-10-12,50,13.39,13.39,1,Rainy,0,0,0,0,1,none
10886,Skincare,Sheet Mask,2025-10-13,49,13.39,13.39,1,Rainy,0,0,0,0,0,none
10887,Skincare,Sheet Mask,2025-10-14,17,13.39,13.39,1,Rainy,0,0,0,0,0,none
10888,Skincare,Sheet Mask,2025-10-15,52,13.39,13.39,1,Rainy,0,0,1,0,0,none
10889,Skincare,Sheet Mask,2025-10-16,41,13.39,13.39,1,Rainy,0,0,0,0,0,none
10890,Skincare,Sheet Mask,2025-10-17,33,13.39,13.39,1,Rainy,0,0,0,0,0,none
10891,Skincare,Sheet Mask,2025-10-18,28,13.39,13.39,1,Rainy,0,0,0,0,1,none
10892,Skincare,Sheet Mask,2025-10-19,26,13.39,13.39,1,Rainy,0,0,0,0,1,none
10893,Skincare,Sheet Mask,2025-10-20,2,13.39,13.39,1,Rainy,0,0,0,0,0,none
10894,Skincare,Sheet Mask,2025-10-21,31,13.39,13.39,1,Rainy,0,0,0,0,0,none
10895,Skincare,Sheet Mask,2025-10-22,30,13.39,13.39,1,Rainy,0,0,0,0,0,none
10896,Skincare,Sheet Mask,2025-10-23,5,13.39,13.39,1,Rainy,0,0,0,0,0,none
10897,Skincare,Sheet Mask,2025-10-24,15,13.39,13.39,1,Rainy,0,0,0,0,0,none
10898,Skincare,Sheet Mask,2025-10-25,28,13.39,13.39,1,Rainy,0,0,0,0,1,none
10899,Skincare,Sheet Mask,2025-10-26,54,13.39,13.39,1,Rainy,0,0,0,0,1,none
10900,Skincare,Sheet Mask,2025-10-27,36,13.39,13.39,1,Rainy,0,0,0,0,0,none
10901,Skincare,Sheet Mask,2025-10-28,49,13.39,13.39,1,Rainy,0,0,0,0,0,none
10902,Skincare,Sheet Mask,2025-10-29,23,13.39,13.39,1,Rainy,0,0,0,0,0,none
10903,Skincare,Sheet Mask,2025-10-30,29,13.39,13.39,1,Rainy,0,0,0,0,0,none
10904,Skincare,Sheet Mask,2025-10-31,37,13.39,13.39,1,Rainy,0,0,1,0,0,none
10905,Skincare,Sheet Mask,2025-11-01,29,13.39,13.39,0,Christmas,0,0,0,0,1,none
10906,Skincare,Sheet Mask,2025-11-02,40,13.39,7.23,0,Christmas,1,0.46,0,0,1,holiday
10907,Skincare,Sheet Mask,2025-11-03,16,13.39,7.63,0,Christmas,1,0.43,0,0,0,holiday
10908,Skincare,Sheet Mask,2025-11-04,20,13.39,13.39,0,Christmas,0,0,0,0,0,none
10909,Skincare,Sheet Mask,2025-11-05,7,13.39,13.39,0,Christmas,0,0,0,0,0,none
10910,Skincare,Sheet Mask,2025-11-06,34,13.39,13.39,0,Christmas,0,0,0,0,0,none
10911,Skincare,Sheet Mask,2025-11-07,11,13.39,13.39,0,Christmas,0,0,0,0,0,none
10912,Skincare,Sheet Mask,2025-11-08,19,13.39,13.39,0,Christmas,0,0,0,0,1,none
10913,Skincare,Sheet Mask,2025-11-09,5,13.39,9.37,0,Christmas,1,0.3,0,0,1,holiday
10914,Skincare,Sheet Mask,2025-11-10,48,13.39,9.24,0,Christmas,1,0.31,0,0,0,holiday
10915,Skincare,Sheet Mask,2025-11-11,17,13.39,13.39,0,Christmas,0,0,0,1,0,none
10916,Skincare,Sheet Mask,2025-11-12,37,13.39,13.39,0,Christmas,0,0,0,0,0,none
10917,Skincare,Sheet Mask,2025-11-13,26,13.39,13.39,0,Christmas,0,0,0,0,0,none
10918,Skincare,Sheet Mask,2025-11-14,8,13.39,13.39,0,Christmas,0,0,0,0,0,none
10919,Skincare,Sheet Mask,2025-11-15,9,13.39,7.9,0,Christmas,1,0.41,1,0,1,holiday
10920,Skincare,Sheet Mask,2025-11-16,25,13.39,13.39,0,Christmas,0,0,0,0,1,none
10921,Skincare,Sheet Mask,2025-11-17,50,13.39,9.11,0,Christmas,1,0.32,0,0,0,holiday
10922,Skincare,Sheet Mask,2025-11-18,20,13.39,8.97,0,Christmas,1,0.33,0,0,0,holiday
10923,Skincare,Sheet Mask,2025-11-19,42,13.39,8.44,0,Christmas,1,0.37,0,0,0,holiday
10924,Skincare,Sheet Mask,2025-11-20,7,13.39,13.39,0,Christmas,0,0,0,0,0,none
10925,Skincare,Sheet Mask,2025-11-21,3,13.39,13.39,0,Christmas,0,0,0,0,0,none
10926,Skincare,Sheet Mask,2025-11-22,13,13.39,13.39,0,Christmas,0,0,0,0,1,none
10927,Skincare,Sheet Mask,2025-11-23,2,13.39,13.39,0,Christmas,0,0,0,0,1,none
10928,Skincare,Sheet Mask,2025-11-24,37,13.39,13.39,0,Christmas,0,0,0,0,0,none
10929,Skincare,Sheet Mask,2025-11-25,27,13.39,13.39,0,Christmas,0,0,0,0,0,none
10930,Skincare,Sheet Mask,2025-11-26,20,13.39,13.39,0,Christmas,0,0,0,0,0,none
10931,Skincare,Sheet Mask,2025-11-27,28,13.39,8.57,0,Christmas,1,0.36,0,0,0,holiday
10932,Skincare,Sheet Mask,2025-11-28,29,13.39,13.39,0,Christmas,0,0,0,0,0,none
10933,Skincare,Sheet Mask,2025-11-29,40,13.39,8.44,0,Christmas,1,0.37,0,0,1,holiday
10934,Skincare,Sheet Mask,2025-11-30,77,13.39,9.64,0,Christmas,1,0.28,1,0,1,holiday
10935,Skincare,Sheet Mask,2025-12-01,8,13.39,13.39,0,Christmas,0,0,0,0,0,none
10936,Skincare,Sheet Mask,2025-12-02,28,13.39,13.39,0,Christmas,0,0,0,0,0,none
10937,Skincare,Sheet Mask,2025-12-03,23,13.39,6.7,0,Christmas,1,0.5,0,0,0,holiday
10938,Skincare,Sheet Mask,2025-12-04,53,13.39,9.11,0,Christmas,1,0.32,0,0,0,holiday
10939,Skincare,Sheet Mask,2025-12-05,22,13.39,13.39,0,Christmas,0,0,0,0,0,none
10940,Skincare,Sheet Mask,2025-12-06,25,13.39,7.9,0,Christmas,1,0.41,0,0,1,holiday
10941,Skincare,Sheet Mask,2025-12-07,8,13.39,13.39,0,Christmas,0,0,0,0,1,none
10942,Skincare,Sheet Mask,2025-12-08,26,13.39,13.39,0,Christmas,0,0,0,0,0,none
10943,Skincare,Sheet Mask,2025-12-09,29,13.39,13.39,0,Christmas,0,0,0,0,0,none
10944,Skincare,Sheet Mask,2025-12-10,12,13.39,13.39,0,Christmas,0,0,0,0,0,none
10945,Skincare,Sheet Mask,2025-12-11,10,13.39,13.39,0,Christmas,0,0,0,0,0,none
10946,Skincare,Sheet Mask,2025-12-12,37,13.39,9.64,0,Christmas,1,0.28,0,1,0,holiday
10947,Skincare,Sheet Mask,2025-12-13,9,13.39,8.44,0,Christmas,1,0.37,0,0,1,holiday
10948,Skincare,Sheet Mask,2025-12-14,9,13.39,13.39,0,Christmas,0,0,0,0,1,none
10949,Skincare,Sheet Mask,2025-12-15,36,13.39,13.39,0,Christmas,0,0,1,0,0,none
10950,Skincare,Sheet Mask,2025-12-16,15,13.39,13.39,0,Christmas,0,0,0,0,0,none
10951,Skincare,Sheet Mask,2025-12-17,11,13.39,7.23,0,Christmas,1,0.46,0,0,0,holiday
10952,Skincare,Sheet Mask,2025-12-18,13,13.39,8.03,0,Christmas,1,0.4,0,0,0,holiday
10953,Skincare,Sheet Mask,2025-12-19,24,13.39,13.39,0,Christmas,0,0,0,0,0,none
10954,Skincare,Sheet Mask,2025-12-20,12,13.39,9.11,0,Christmas,1,0.32,0,0,1,holiday
10955,Skincare,Sheet Mask,2025-12-21,63,13.39,8.17,0,Christmas,1,0.39,0,0,1,holiday
10956,Skincare,Sheet Mask,2025-12-22,21,13.39,7.23,0,Christmas,1,0.46,0,0,0,holiday
10957,Skincare,Sheet Mask,2025-12-23,29,13.39,13.39,0,Christmas,0,0,0,0,0,none
10958,Skincare,Sheet Mask,2025-12-24,35,13.39,6.7,0,Christmas,1,0.5,0,0,0,holiday
10959,Skincare,Sheet Mask,2025-12-25,9,13.39,13.39,0,Christmas,0,0,0,0,0,none
10960,Skincare,Sheet Mask,2025-12-26,26,13.39,13.39,0,Christmas,0,0,0,0,0,none
10961,Skincare,Sheet Mask,2025-12-27,35,13.39,13.39,0,Christmas,0,0,0,0,1,none
10962,Skincare,Sheet Mask,2025-12-28,40,13.39,7.9,0,Christmas,1,0.41,0,0,1,holiday
10963,Skincare,Sheet Mask,2025-12-29,32,13.39,8.3,0,Christmas,1,0.38,0,0,0,holiday
10964,Skincare,Sheet Mask,2025-12-30,26,13.39,13.39,0,Christmas,0,0,0,0,0,none
10965,Skincare,Sheet Mask,2025-12-31,37,13.39,7.63,0,Christmas,1,0.43,1,0,0,holiday
10966,Skincare,Micellar Water,2024-01-01,5,68.77,68.77,0,Christmas,0,0,0,1,0,none
10967,Skincare,Micellar Water,2024-01-02,5,68.77,68.77,0,Christmas,0,0,0,0,0,none
10968,Skincare,Micellar Water,2024-01-03,24,68.77,68.77,0,Christmas,0,0,0,0,0,none
10969,Skincare,Micellar Water,2024-01-04,33,68.77,68.77,0,Christmas,0,0,0,0,0,none
10970,Skincare,Micellar Water,2024-01-05,13,68.77,68.77,0,Christmas,0,0,0,0,0,none
10971,Skincare,Micellar Water,2024-01-06,28,68.77,68.77,0,Christmas,0,0,0,0,1,none
10972,Skincare,Micellar Water,2024-01-07,36,68.77,68.77,0,Christmas,0,0,0,0,1,none
10973,Skincare,Micellar Water,2024-01-08,3,68.77,68.77,0,Christmas,0,0,0,0,0,none
10974,Skincare,Micellar Water,2024-01-09,24,68.77,68.77,0,Christmas,0,0,0,0,0,none
10975,Skincare,Micellar Water,2024-01-10,5,68.77,68.77,0,Christmas,0,0,0,0,0,none
10976,Skincare,Micellar Water,2024-01-11,35,68.77,68.77,0,Christmas,0,0,0,0,0,none
10977,Skincare,Micellar Water,2024-01-12,23,68.77,68.77,0,Christmas,0,0,0,0,0,none
10978,Skincare,Micellar Water,2024-01-13,10,68.77,68.77,0,Christmas,0,0,0,0,1,none
10979,Skincare,Micellar Water,2024-01-14,29,68.77,59.83,0,Christmas,1,0.13,0,0,1,regular
10980,Skincare,Micellar Water,2024-01-15,27,68.77,68.77,0,Christmas,0,0,1,0,0,none
10981,Skincare,Micellar Water,2024-01-16,18,68.77,68.77,0,Christmas,0,0,0,0,0,none
10982,Skincare,Micellar Water,2024-01-17,10,68.77,68.77,0,Christmas,0,0,0,0,0,none
10983,Skincare,Micellar Water,2024-01-18,8,68.77,55.7,0,Christmas,1,0.19,0,0,0,regular
10984,Skincare,Micellar Water,2024-01-19,22,68.77,68.77,0,Christmas,0,0,0,0,0,none
10985,Skincare,Micellar Water,2024-01-20,15,68.77,68.77,0,Christmas,0,0,0,0,1,none
10986,Skincare,Micellar Water,2024-01-21,12,68.77,68.77,0,Christmas,0,0,0,0,1,none
10987,Skincare,Micellar Water,2024-01-22,27,68.77,68.77,0,Christmas,0,0,0,0,0,none
10988,Skincare,Micellar Water,2024-01-23,16,68.77,68.77,0,Christmas,0,0,0,0,0,none
10989,Skincare,Micellar Water,2024-01-24,36,68.77,58.45,0,Christmas,1,0.15,0,0,0,regular
10990,Skincare,Micellar Water,2024-01-25,24,68.77,68.77,0,Christmas,0,0,0,0,0,none
10991,Skincare,Micellar Water,2024-01-26,35,68.77,68.77,0,Christmas,0,0,0,0,0,none
10992,Skincare,Micellar Water,2024-01-27,21,68.77,68.77,0,Christmas,0,0,0,0,1,none
10993,Skincare,Micellar Water,2024-01-28,13,68.77,68.77,0,Christmas,0,0,0,0,1,none
10994,Skincare,Micellar Water,2024-01-29,18,68.77,68.77,0,Christmas,0,0,0,0,0,none
10995,Skincare,Micellar Water,2024-01-30,30,68.77,68.77,0,Christmas,0,0,0,0,0,none
10996,Skincare,Micellar Water,2024-01-31,43,68.77,35.76,0,Christmas,1,0.48,1,0,0,payday
10997,Skincare,Micellar Water,2024-02-01,6,68.77,68.77,0,Christmas,0,0,0,0,0,none
10998,Skincare,Micellar Water,2024-02-02,48,68.77,49.51,0,Christmas,1,0.28,0,1,0,double_day
10999,Skincare,Micellar Water,2024-02-03,28,68.77,68.77,0,Christmas,0,0,0,0,1,none
11000,Skincare,Micellar Water,2024-02-04,5,68.77,68.77,0,Christmas,0,0,0,0,1,none
11001,Skincare,Micellar Water,2024-02-05,4,68.77,68.77,0,Christmas,0,0,0,0,0,none
11002,Skincare,Micellar Water,2024-02-06,32,68.77,68.77,0,Christmas,0,0,0,0,0,none
11003,Skincare,Micellar Water,2024-02-07,14,68.77,68.77,0,Christmas,0,0,0,0,0,none
11004,Skincare,Micellar Water,2024-02-08,10,68.77,57.08,0,Christmas,1,0.17,0,0,0,regular
